AÑO;NUMERO;MES;APELLIDO;NOMBRE;CARGO;TOTAL_DE_ASIGNACIONES;SALARIO_FAMILIAR;TOTAL_DE_DESCUENTOS;LIQUIDO
2016;7;JULIO;;;DIRECTOR GENERAL;73.737,30;0;0;0
2016;7;JULIO;;;DIRECTOR GENERAL ADJUNTO;73.737,30;0;0;0
2016;8;AGOSTO;;;SECRETARIO;100.072,10;0;0;0
2016;8;AGOSTO;;;SUBSECRETARIO;84.271,20;0;0;0
2016;8;AGOSTO;;;DIRECTOR GENERAL;73.737,30;0;0;0
2016;8;AGOSTO;;;DIRECTOR GENERAL ADJUNTO;73.737,30;0;0;0
2016;9;SEPTIEMBRE;;;SECRETARIO;108.077,63;0;0;0
2016;9;SEPTIEMBRE;;;SUBSECRETARIO;91.012,70;0;0;0
2016;9;SEPTIEMBRE;;;DIRECTOR GENERAL;79.630,52;0;0;0
2016;9;SEPTIEMBRE;;;DIRECTOR GENERAL ADJUNTO;79.630,52;0;0;0
2016;10;OCTUBRE;;;SECRETARIO;108.077,63;0;0;0
2016;10;OCTUBRE;;;SUBSECRETARIO;91.012,70;0;0;0
2016;10;OCTUBRE;;;DIRECTOR GENERAL;79.630,52;0;0;0
2016;10;OCTUBRE;;;DIRECTOR GENERAL ADJUNTO;79.630,52;0;0;0
2016;11;NOVIEMBRE;;;SECRETARIO;116.723,84;0;0;0
2016;11;NOVIEMBRE;;;SUBSECRETARIO;98.293,72;0;0;0
2016;11;NOVIEMBRE;;;DIRECTOR GENERAL;86.000,96;0;0;0
2016;11;NOVIEMBRE;;;DIRECTOR GENERAL ADJUNTO;86.000,96;0;0;0
2016;12;DICIEMBRE;;;SECRETARIO;116.723,84;0;0;0
2016;12;DICIEMBRE;;;SUBSECRETARIO;98.293,72;0;0;0
2016;12;DICIEMBRE;;;DIRECTOR GENERAL;86.000,96;0;0;0
2016;12;DICIEMBRE;;;DIRECTOR GENERAL ADJUNTO;86.000,96;0;0;0
2016;1;ENERO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;92.402,30;0;37.888,10;54.514,30
2016;2;FEBRERO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;92.402,30;0;37.888,10;54.514,20
2016;3;MARZO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;92.402,30;0;-15.649,30;108.051,60
2016;4;ABRIL;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;92.402,30;0;38.825,90;53.576,50
2016;5;MAYO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;105.339,00;0;43.379,00;61.960,10
2016;6;JUNIO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;105.339,00;0;45.661,10;59.677,90
2016;7;JULIO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;105.339,04;0;45.661,13;59.677,91
2016;8;AGOSTO;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;105.339,04;0;46.150,21;59.188,83
2016;9;SEPTIEMBRE;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;113.765,92;0;49.993,17;63.772,75
2016;10;OCTUBRE;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;113.765,92;0;50.025,15;63.740,77
2016;11;NOVIEMBRE;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;121.729,20;0;52.827,83;68.901,37
2016;12;DICIEMBRE;ACUÑA;MARIA SOLEDAD;MINISTRO DE EDUCACION;121.729,20;0;43.087,53;78.641,67
2016;10;OCTUBRE;ASTARLOA;GABRIEL MARIA;PROCURADOR GENERAL;183.089,41;0;73.290,59;109.798,82
2016;11;NOVIEMBRE;ASTARLOA;GABRIEL MARIA;PROCURADOR GENERAL;196.166,76;0;77.893,16;118.273,60
2016;12;DICIEMBRE;ASTARLOA;GABRIEL MARIA;PROCURADOR GENERAL;204.431,36;0;76.520,02;127.911,34
2016;1;ENERO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;86.322,20;1460;36.577,00;51.205,20
2016;2;FEBRERO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;89.142,20;1360;36.210,20;52.932,00
2016;3;MARZO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;89.742,20;1360;-12.296,80;102.039,00
2016;4;ABRIL;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;89.142,20;1360;38.478,70;50.663,50
2016;5;MAYO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;101.432,10;1360;42.804,20;58.627,90
2016;6;JUNIO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;101.432,10;1360;45.064,40;56.367,70
2016;7;JULIO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;101.432,09;1360;43.824,05;57.608,04
2016;8;AGOSTO;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;101.432,09;1360;45.697,52;55.734,57
2016;9;SEPTIEMBRE;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;109.437,62;1360;49.392,19;60.045,43
2016;10;OCTUBRE;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;108.077,62;1360;49559,34;59.878,28
2016;11;NOVIEMBRE;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;115.642,74;1360;52.221,88;64.780,86
2016;12;DICIEMBRE;BENEGAS;FERNANDO;SECRETARIO DE PLANEAMIENTO Y CONTROL DE GESTION;115.642,74;1.360,00;39.515,68;77.487,06
2016;1;ENERO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;90.822,30;1580;32.913,70;59.488,70
2016;2;FEBRERO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;93.882,30;1480;41.504,50;52.377,80
2016;3;MARZO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;94.782,30;1480;-12.921,10;107.703,40
2016;4;ABRIL;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;93.882,30;1480;42.328,90;51.553,50
2016;5;MAYO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;106.819,00;1480;47.386,50;59.432,60
2016;6;JUNIO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;106.819,00;1480;49.781,70;57.037,40
2016;7;JULIO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;106.819,04;1480;49.781,68;57.037,36
2016;8;AGOSTO;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;106.819,04;1480;49.822,27;56.996,77
2016;9;SEPTIEMBRE;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;115.245,92;1480;53.993,88;61.252,04
2016;10;OCTUBRE;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;113.765,92;1480;40.407,88;74.838,04
2016;11;NOVIEMBRE;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;121.729,20;1480;57.098,15;66.111,05
2016;12;DICIEMBRE;BOU PEREZ;ANA MARIA;MINISTRO DE SALUD;121.729,20;1.480,00;47.288,08;75.921,12
2016;1;ENERO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;86.742,20;1040;37.342,80;50.439,40
2016;2;FEBRERO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;88.722,20;940;36.210,20;52.512,00
2016;3;MARZO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;88.652,20;570;37.546,60;51.105,60
2016;4;ABRIL;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;88.352,20;570;37.089,40;51.262,90
2016;5;MAYO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;100.642,10;570;41.414,80;59.227,30
2016;6;JUNIO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;100.642,10;570;43.678,30;56.963,80
2016;7;JULIO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;100.642,09;570;43.678,34;56.963,75
2016;8;AGOSTO;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;100.642,09;570;43.820,33;56.821,76
2016;9;SEPTIEMBRE;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;108.647,62;570;47.514,99;61.132,63
2016;10;OCTUBRE;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;108.077,62;570;47.513,79;61.133,83
2016;11;NOVIEMBRE;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;115.642,74;570;50.176,34;66.036,40
2016;12;DICIEMBRE;COSTANTINO;SERGIO GABRIEL;SECRETARIO DE DESCENTRALIZACION;115.642,74;570;37.747,91;78.464,83
2016;6;JUNIO;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;100.072,10;0;41.383,30;58.688,80
2016;7;JULIO;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;100.072,09;0;42.798,06;57.274,03
2016;8;AGOSTO;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;100.072,09;0;42.798,06;57.274,03
2016;9;SEPTIEMBRE;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;108.077,62;0;46.492,73;61.584,89
2016;10;OCTUBRE;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;108.077,62;0;46.492,72;61.584,90
2016;11;NOVIEMBRE;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;115.642,74;0;49.155,28;66.487,46
2016;12;DICIEMBRE;D'ALESSANDRO;MARCELO SILVIO;SECRETARIO DE SEGURIDAD;115.642,74;0;37.628,00;78.014,74
2016;3;MARZO;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;87.782,20;0;-81.456,20;169.238,40
2016;4;ABRIL;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;87.782,20;0;37.206,80;50.575,40
2016;5;MAYO;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;100.072,10;0;41.532,20;58.539,90
2016;6;JUNIO;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;100.072,10;0;43.779,00;56.293,10
2016;7;JULIO;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;100.072,09;0;43.779,00;56.293,09
2016;8;AGOSTO;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;100.072,09;0;43.779,01;56.293,08
2016;9;SEPTIEMBRE;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;108.077,62;0;47.473,67;60.603,95
2016;10;OCTUBRE;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;108.077,62;0;47.473,67;60.603,95
2016;11;NOVIEMBRE;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;115.642,74;0;50.136,22;65.506,52
2016;12;DICIEMBRE;FERNANDEZ;DIEGO HERNAN;SECRETARIO DE INTEGRACION SOCIAL Y URBANA;115.642,74;0;39.488,19;76.154,55
2016;1;ENERO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;92.202,30;200;36.540,00;55.862,40
2016;2;FEBRERO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;92.502,30;100;36.631,50;55.870,80
2016;3;MARZO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;92.502,30;100;38.134,40;54.367,90
2016;4;ABRIL;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;92.502,30;100;38.410,80;54.091,50
2016;5;MAYO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;105.439,00;100;43.149,40;62.289,70
2016;6;JUNIO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;105.439,00;100;45.640,30;59.798,70
2016;7;JULIO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;105.439,04;100;44.688,17;60.750,87
2016;8;AGOSTO;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;105.439,04;100;45.652,92;59.786,12
2016;9;SEPTIEMBRE;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;113.865,92;100;49.495,89;64.370,03
2016;10;OCTUBRE;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;113.765,92;100;38.428,41;75.437,51
2016;11;NOVIEMBRE;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;121.729,20;100;52.298,57;69.530,63
2016;12;DICIEMBRE;FREDA;MONICA BEATRIZ;SINDICATURA GENERAL DE LA CIUDAD;121.729,20;100;40.265,57;81.563,63
2016;1;ENERO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;92.402,30;0;40.618,00;51.784,40
2016;2;FEBRERO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;92.402,30;0;36.664,10;55.738,30
2016;3;MARZO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;92.402,30;0;40.439,90;51.962,40
2016;4;ABRIL;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;92.402,30;0;40.330,80;52.071,50
2016;5;MAYO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;105.339,00;0;44.883,90;60.455,10
2016;6;JUNIO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;105.339,00;0;47.263,90;58.075,10
2016;7;JULIO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;105.339,04;0;45.980,42;59.358,62
2016;8;AGOSTO;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;105.339,04;0;47.930,93;57.408,11
2016;9;SEPTIEMBRE;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;113.765,92;0;51.773,89;61.992,03
2016;10;OCTUBRE;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;113.765,92;0;51.957,32;61.808,60
2016;11;NOVIEMBRE;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;121.729,20;1780;54.760,00;68.749,20
2016;12;DICIEMBRE;FREIRE;ANDRES;MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;121.729,20;1.780,00;41.445,38;82.063,82
2016;3;MARZO;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;87.782,20;0;31.694,20;56.088,00
2016;4;ABRIL;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;87.782,20;0;37.089,40;50.692,90
2016;5;MAYO;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;100.072,10;0;41.414,80;58.657,30
2016;6;JUNIO;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;100.072,10;0;43.301,10;56.771,00
2016;7;JULIO;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;100.072,09;0;43.301,07;56.771,02
2016;8;AGOSTO;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;100.072,09;0;43.301,07;56.771,02
2016;9;SEPTIEMBRE;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;108.077,62;0;46.995,75;61.081,87
2016;10;OCTUBRE;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;108.077,62;0;46.995,74;61.081,88
2016;11;NOVIEMBRE;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;115.642,74;0;49.658,29;65.984,45
2016;12;DICIEMBRE;GIUSTI;JOSE LUIS;SECRETARIO DE SEGURIDAD;115.642,74;0;41.388,19;74.254,55
2016;1;ENERO;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;92.402,30;0;37.888,10;54.514,30
2016;2;FEBRERO;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;92.402,30;0;37.888,10;54.514,30
2016;3;MARZO;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;92.402,30;0;38.712,40;53.689,90
2016;4;ABRIL;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;92.402,30;0;38.712,40;53.689,90
2016;5;MAYO;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;105.339,00;0;43.265,50;62.073,60
2016;6;JUNIO;LOPERFIDO;DARIO EDUARDO;MINISTRO DE CULTURA;105.339,00;0;45.661,10;59.677,90
2016;1;ENERO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;87.782,20;0;40.626,70;47.155,50
2016;2;FEBRERO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;87.782,20;0;36.363,20;51.419,10
2016;3;MARZO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;87.782,20;0;37.187,50;50.594,70
2016;4;ABRIL;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;87.782,20;0;37.187,50;50.594,70
2016;5;MAYO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;100.072,10;0;41.512,90;58.559,20
2016;6;JUNIO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;100.072,10;0;43.762,40;56.309,70
2016;7;JULIO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;100.072,09;0;43.762,43;56.309,66
2016;8;AGOSTO;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;100.072,09;0;43.762,44;56.309,65
2016;9;SEPTIEMBRE;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;108.077,62;0;47.457,10;60.620,52
2016;10;OCTUBRE;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;108.077,62;0;47.457,10;60.620,52
2016;11;NOVIEMBRE;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;115.642,74;0;50.119,65;65.523,09
2016;12;DICIEMBRE;LOPEZ;MATIAS;SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO;115.642,74;0;39.488,19;76.154,55
2016;1;ENERO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;91.832,30;570;37.888,10;54.514,30
2016;2;FEBRERO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;92.872,30;470;37.888,10;54.984,20
2016;3;MARZO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;93.172,30;470;30.858,20;62.314,20
2016;4;ABRIL;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;92.872,30;470;38.712,40;54.159,90
2016;5;MAYO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;105.809,00;470;43.265,50;62.543,60
2016;6;JUNIO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;105.809,00;470;45.661,10;60.147,90
2016;7;JULIO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;105.809,04;470;45.661,12;60.147,92
2016;8;AGOSTO;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;105.809,04;470;45.979,92;59.829,12
2016;9;SEPTIEMBRE;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;114.235,92;470;51.049,43;63.186,49
2016;10;OCTUBRE;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;113.765,92;470;51.175,66;63.060,26
2016;11;NOVIEMBRE;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;121.729,20;470;53.978,33;68.220,87
2016;12;DICIEMBRE;MACCHIAVELLI;EDUARDO ALBERTO;MINISTRO DE AMBIENTE Y ESPACIO PUBLICO;121.729,20;470;42.624,03;79.575,17
2016;1;ENERO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;87.782,20;0;40.626,70;47.155,50
2016;2;FEBRERO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;87.782,20;0;36.363,20;51.419,10
2016;3;MARZO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;87.782,20;0;37.187,50;50.594,70
2016;4;ABRIL;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;87.782,20;0;37.187,50;50.594,70
2016;5;MAYO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;100.072,10;0;41.216,80;58.855,30
2016;6;JUNIO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;100.072,10;0;43.073,60;56.998,50
2016;7;JULIO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;100.072,09;0;43.762,43;56.309,66
2016;8;AGOSTO;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;100.072,09;0;43.339,28;56.732,81
2016;9;SEPTIEMBRE;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;108.077,62;0;46.144,89;61.932,73
2016;10;OCTUBRE;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;108.077,62;0;46.939,91;61.137,71
2016;11;NOVIEMBRE;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;115.642,74;0;49.415,45;66.227,29
2016;12;DICIEMBRE;MENDEZ;JUAN JOSE;SECRETARIO DE TRANSPORTE;115.642,74;0;41.488,19;74.154,55
2016;1;ENERO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;92.402,30;0;40.618,00;51.784,40
2016;2;FEBRERO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;92.402,30;0;37.987,10;54.415,30
2016;3;MARZO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;92.402,30;0;40.439,90;51.962,40
2016;4;ABRIL;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;92.402,30;0;40.330,80;52.071,50
2016;5;MAYO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;105.339,00;0;44.883,90;60.455,10
2016;6;JUNIO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;105.339,00;0;47.263,90;58.075,10
2016;7;JULIO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;105.339,04;0;45.980,42;59.358,62
2016;8;AGOSTO;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;105.339,04;0;47.930,93;57.408,11
2016;9;SEPTIEMBRE;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;113.765,92;0;51.773,89;61.992,03
2016;10;OCTUBRE;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;113.765,92;0;51.957,32;61.808,60
2016;11;NOVIEMBRE;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;121.729,20;0;54.759,99;66.969,21
2016;12;DICIEMBRE;MIGUEL;FELIPE OSCAR;JEFE DE GABINETE DE MINISTROS;121.729,20;0;43.765,75;77.963,45
2016;1;ENERO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;92.402,30;0;37.888,10;54.514,20
2016;2;FEBRERO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;92.402,30;0;37.888,10;54.514,30
2016;3;MARZO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;92.402,30;0;39.180,00;53.222,30
2016;4;ABRIL;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;92.402,30;0;38.766,70;53.635,60
2016;5;MAYO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;105.339,00;0;43.319,80;62.019,20
2016;6;JUNIO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;105.339,00;0;45.661,10;59.677,90
2016;7;JULIO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;105.339,04;0;45.661,13;59.677,91
