AÑO;NUMERO;MES;APELLIDO;NOMBRE;CARGO;TOTAL_DE_ASIGNACIONES;SALARIO_FAMILIAR;TOTAL_DE_DESCUENTOS;LIQUIDO
2016;8;AGOSTO;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;105.339,04;0;46.078,72;59.260,32
2016;9;SEPTIEMBRE;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;113.765,92;0;49.921,68;63.844,24
2016;10;OCTUBRE;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;113.765,92;0;49.947,15;63.818,77
2016;11;NOVIEMBRE;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;121.729,20;0;52.749,83;68.979,37
2016;12;DICIEMBRE;MOCCIA;FRANCO;MINISTRO DE DESARROLLO URBANO Y TRANSPORTE;121.729,20;0;40.939,98;80.789,22
2016;1;ENERO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;89.630,30;0;36.915,20;52.715,10
2016;2;FEBRERO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;89.630,30;0;36.915,20;52.715,10
2016;3;MARZO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;89.630,30;0;37.739,50;51.890,80
2016;4;ABRIL;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;89.630,30;0;37.739,50;51.890,80
2016;5;MAYO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;102.178,90;0;42.156,00;60.022,90
2016;6;JUNIO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;102.178,90;0;44.472,30;57.706,60
2016;7;JULIO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;102.178,87;0;44.472,25;57.706,62
2016;8;AGOSTO;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;102.178,87;0;44.472,25;57.706,62
2016;9;SEPTIEMBRE;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;110.352,94;0;48.226,24;62.126,70
2016;10;OCTUBRE;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;110.352,94;0;48.226,24;62.126,70
2016;11;NOVIEMBRE;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;118.077,32;0;36.713,63;81.363,69
2016;12;DICIEMBRE;MONTIEL;MARIA LETICIA;SECRETARIO LEGAL Y TECNICA;118.077,32;0;39.184,85;78.892,47
2016;1;ENERO;MURA;MARTIN;MINISTRO DE HACIENDA;92.402,30;0;37.888,10;54.514,30
2016;2;FEBRERO;MURA;MARTIN;MINISTRO DE HACIENDA;92.402,30;0;38.674,90;53.727,50
2016;3;MARZO;MURA;MARTIN;MINISTRO DE HACIENDA;92.402,30;0;40.280,50;52.121,80
2016;4;ABRIL;MURA;MARTIN;MINISTRO DE HACIENDA;92.402,30;0;39.780,70;52.621,60
2016;5;MAYO;MURA;MARTIN;MINISTRO DE HACIENDA;105.339,00;0;44.333,80;61.005,20
2016;6;JUNIO;MURA;MARTIN;MINISTRO DE HACIENDA;105.339,00;0;46.661,00;58.678,00
2016;7;JULIO;MURA;MARTIN;MINISTRO DE HACIENDA;105.339,04;0;45.661,13;59.677,91
2016;8;AGOSTO;MURA;MARTIN;MINISTRO DE HACIENDA;105.339,04;0;47.303,32;58.035,72
2016;9;SEPTIEMBRE;MURA;MARTIN;MINISTRO DE HACIENDA;113.765,92;0;51.146,28;62.619,64
2016;10;OCTUBRE;MURA;MARTIN;MINISTRO DE HACIENDA;113.765,92;0;51.282,26;62.483,66
2016;11;NOVIEMBRE;MURA;MARTIN;MINISTRO DE HACIENDA;121.729,20;0;54.084,93;67.644,27
2016;12;DICIEMBRE;MURA;MARTIN;MINISTRO DE HACIENDA;121.729,20;0;44.970,33;76.758,87
2016;1;ENERO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;89.630,30;0;36.915,20;52.715,10
2016;2;FEBRERO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;89.630,30;0;36.915,20;52.715,10
2016;3;MARZO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;89.630,30;0;37.739,50;51.890,80
2016;4;ABRIL;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;89.630,30;0;37.739,50;51.890,80
2016;5;MAYO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;102.178,90;0;42.156,00;60.022,90
2016;6;JUNIO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;102.178,90;0;44.472,30;57.706,60
2016;7;JULIO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;102.178,87;0;44.472,26;57.706,61
2016;8;AGOSTO;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;102.178,87;0;44.472,26;57.706,61
2016;9;SEPTIEMBRE;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;110.352,94;0;48.226,24;62.126,70
2016;10;OCTUBRE;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;110.352,94;0;48.226,24;62.126,70
2016;11;NOVIEMBRE;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;118.077,32;0;50.944,83;67.132,49
2016;12;DICIEMBRE;NACHON;MARCELO JORGE;SECRETARIO MEDIOS;118.077,32;0;40.345,04;77.732,28
2016;1;ENERO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;92.402,30;0;40.618,00;51.784,40
2016;2;FEBRERO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;92.402,30;0;37.987,10;54.415,30
2016;3;MARZO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;92.402,30;0;38.811,40;53.590,90
2016;4;ABRIL;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;92.402,30;0;38.811,40;53.590,90
2016;5;MAYO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;105.339,00;0;43.364,50;61.974,60
2016;6;JUNIO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;105.339,00;0;45.746,00;59.593,10
2016;7;JULIO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;105.339,04;0;45.745,99;59.593,05
2016;8;AGOSTO;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;105.339,04;0;45.745,99;59.593,05
2016;9;SEPTIEMBRE;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;113.765,92;0;49.588,95;64.176,97
2016;10;OCTUBRE;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;113.765,92;0;49.588,95;64.176,97
2016;11;NOVIEMBRE;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;121.729,20;0;52.391,64;69.337,56
2016;12;DICIEMBRE;OCAMPO;FERNANDO MARTIN;MINISTRO DE JUSTICIA Y SEGURIDAD;121.729,20;0;41.050,23;80.678,97
2016;8;AGOSTO;PETITT;ANGEL JORGE;MINISTRO DE CULTURA;105.339,04;0;10.100,16;95.238,88
2016;9;SEPTIEMBRE;PETITT;ANGEL JORGE;MINISTRO DE CULTURA;113.765,92;0;30.294,86;83.471,06
2016;10;OCTUBRE;PETITT;ANGEL JORGE;MINISTRO DE CULTURA;113.765,92;0;44.568,51;69.197,41
2016;11;NOVIEMBRE;PETITT;ANGEL JORGE;MINISTRO DE CULTURA;121.729,20;0;49.914,12;71.815,08
2016;12;DICIEMBRE;PETITT;ANGEL JORGE;MINISTRO DE CULTURA;121.729,20;0;44.630,32;77.098,88
2016;1;ENERO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;85.410,10;0;34.836,30;50.573,80
2016;2;FEBRERO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;85.410,10;0;37.304,00;48.106,20
2016;3;MARZO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;85.410,10;0;-103.313,60;188.723,70
2016;4;ABRIL;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;85.410,10;0;38.847,60;46.562,50
2016;5;MAYO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;93.951,00;0;41.704,60;52.246,50
2016;6;JUNIO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;93.951,00;0;43.116,30;50.834,80
2016;7;JULIO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;104.285,77;0;45.879,06;58.406,71
2016;8;AGOSTO;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;104.285,77;0;48.158,54;56.127,23
2016;9;SEPTIEMBRE;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;104.285,77;0;49.059,28;55.226,49
2016;10;OCTUBRE;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;104.285,77;0;49.850,67;54.435,10
2016;11;NOVIEMBRE;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;112.628,63;0;52.641,39;59.987,24
2016;12;DICIEMBRE;RODRIGUEZ LARRETA;HORACIO ANTONIO;JEFE DE GOBIERNO;112.628,63;0;41.327,39;71.301,24
2016;3;MARZO;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;87.782,20;0;3.909,70;83.872,50
2016;4;ABRIL;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;87.782,20;0;37.089,40;50.692,90
2016;5;MAYO;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;100.072,10;0;41.414,80;58.657,30
2016;6;JUNIO;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;100.072,10;0;43.678,30;56.393,80
2016;7;JULIO;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;100.072,09;0;43.678,33;56.393,76
2016;8;AGOSTO;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;100.072,09;0;43.678,34;56.393,75
2016;9;SEPTIEMBRE;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;108.077,62;0;47.373,00;60.704,62
2016;10;OCTUBRE;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;108.077,62;0;47.373,00;60.704,62
2016;11;NOVIEMBRE;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;115.642,74;0;50.035,55;65.607,19
2016;12;DICIEMBRE;ROMERO;CLAUDIO ARIEL;SECRETARIO DE TERCERA EDAD;115.642,74;0;38.328,00;77.314,74
2016;3;MARZO;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;73.597,80;0;3.999,90;69.597,90
2016;4;ABRIL;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;64.681,60;0;41.263,60;23.418,00
2016;5;MAYO;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;73.737,30;0;35.534,60;38.202,70
2016;6;JUNIO;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;73.737,30;0;40.482,60;33.254,80
2016;7;JULIO;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;73.737,33;0;37.134,08;36.603,25
2016;8;AGOSTO;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;73.737,33;0;37.134,08;36.603,25
2016;9;SEPTIEMBRE;ROZENTAL;MARIA MERCEDES;SECRETARIA GENERAL COORDINADORA COPIDIS;79.636,14;0;40.087,28;39.548,86
2016;1;ENERO;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;85.410,10;0;34.167,80;51.242,30
2016;2;FEBRERO;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;85.410,10;0;35.953,90;49.456,20
2016;3;MARZO;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;85.410,10;0;38.052,50;47.357,70
2016;4;ABRIL;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;85.410,10;0;37.258,60;48.151,50
2016;5;MAYO;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;93.951,00;0;40.115,50;53.835,50
2016;6;JUNIO;SANTILLI;DIEGO CESAR;VICEJEFE DE GOBIERNO;93.951,00;0;41.288,00;52.663,10
2016;7;JULIO;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;104.285,77;0;43.958,77;60.327,00
2016;8;AGOSTO;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;104.285,77;0;46.238,25;58.047,52
2016;9;SEPTIEMBRE;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;104.285,77;0;47.138,98;57.146,79
2016;10;OCTUBRE;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;104.285,77;0;47.756,39;56.529,38
2016;11;NOVIEMBRE;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;112.628,63;0;50.547,10;62.081,53
2016;12;DICIEMBRE;SANTILLI;DIEGO CESAR;VICE JEFE DE GOBIERNO;112.628,63;0;38.071,20;74.557,43
2016;1;ENERO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;92.402,30;0;36.420,60;55.981,70
2016;2;FEBRERO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;92.402,30;0;36.420,60;55.981,70
2016;3;MARZO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;92.402,30;0;37.267,10;55.135,20
2016;4;ABRIL;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;92.402,30;0;42.610,30;49.792,10
2016;5;MAYO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;105.339,00;0;41.053,10;64.285,90
2016;6;JUNIO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;105.339,00;0;40.000,70;65.338,40
2016;7;JULIO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;105.339,04;0;45.642,65;59.696,39
2016;8;AGOSTO;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;105.339,04;0;43.567,48;61.771,56
2016;9;SEPTIEMBRE;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;113.765,92;0;47.572,36;66.193,56
2016;10;OCTUBRE;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;113.765,92;0;47.572,36;66.193,56
2016;11;NOVIEMBRE;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;121.729,20;0;50.236,10;71.493,10
2016;12;DICIEMBRE;SCRENCI SILVA;BRUNO GUIDO;MINISTRO DE GOBIERNO;121.729,20;0;37.376,46;84.352,74
2016;1;ENERO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;92.402,30;0;40.618,00;51.784,40
2016;2;FEBRERO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;92.402,30;0;37.987,10;54.415,30
2016;3;MARZO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;92.402,30;0;38.811,40;53.590,90
2016;4;ABRIL;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;87.782,20;0;38.166,10;49.616,10
2016;5;MAYO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;105.339,00;0;44.995,40;60.343,70
2016;6;JUNIO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;105.339,00;0;46.014,60;59.324,50
2016;7;JULIO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;105.339,04;0;45.747,00;59.592,04
2016;8;AGOSTO;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;105.339,04;0;47.292,34;58.046,70
2016;9;SEPTIEMBRE;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;113.765,92;0;32.042,30;81.723,62
2016;10;OCTUBRE;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;113.765,92;0;51.261,53;62.504,39
2016;11;NOVIEMBRE;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;121.729,20;0;54.064,21;67.664,99
2016;12;DICIEMBRE;STRAFACE;FERNANDO DIEGO;SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES;121.729,20;0;43.233,74;78.495,46
2016;1;ENERO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;92.402,30;0;37.888,10;54.514,30
2016;2;FEBRERO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;92.402,30;0;37.888,10;54.514,30
2016;3;MARZO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;92.402,30;0;7.152,30;85.250,00
2016;4;ABRIL;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;92.402,30;0;38.695,30;53.707,00
2016;5;MAYO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;105.339,00;0;43.248,40;62.090,60
2016;6;JUNIO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;105.339,00;0;45.646,50;59.692,50
2016;7;JULIO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;105.339,04;0;45.646,50;59.692,54
2016;8;AGOSTO;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;105.339,04;0;45.646,50;59.692,54
2016;9;SEPTIEMBRE;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;113.765,92;0;49.489,46;64.276,46
2016;10;OCTUBRE;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;113.765,92;0;49.489,46;64.276,46
2016;11;NOVIEMBRE;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;121.729,20;0;52.292,14;69.437,06
2016;12;DICIEMBRE;TAGLIAFERRI;GUADALUPE;MINISTRO DE HABITAT Y DESARROLLO HUMANO;121.729,20;0;41.050,23;80.678,97
2016;1;ENERO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;87.782,20;0;37.567,80;50.214,40
2016;2;FEBRERO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;87.782,20;0;36.210,20;51.572,00
2016;3;MARZO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;87.782,20;0;-37.312,60;87.782,20
2016;4;ABRIL;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;87.782,20;0;37.075,00;50.707,20
2016;5;MAYO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;100.072,10;0;41.400,40;58.671,70
2016;6;JUNIO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;100.072,10;0;43.666,00;56.406,10
2016;7;JULIO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;100.072,09;0;43.666,01;56.406,08
2016;8;AGOSTO;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;100.072,09;0;43.666,01;56.406,08
2016;9;SEPTIEMBRE;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;108.077,62;0;47.360,68;60.716,94
2016;10;OCTUBRE;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;108.077,62;0;47.360,68;60.716,94
2016;11;NOVIEMBRE;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;115.642,74;0;50.023,23;65.619,51
2016;12;DICIEMBRE;UHALDE;MARIA PAULA;SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA;115.642,74;0;38.821,79;76.820,95
